Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
PT Trikomsel Oke Tbk,-,P.T. Samsung Electronics Indonesia,"Subsidiary/Investment
                         ",Supplier,Computer and Electronics Retail,PT Trikomsel Oke Tbk 2020 Form Doc,"PT Trikomsel Oke Tbk, together with its subsidiaries, engages in the distribution of cellular phones in Indonesia and internationally. It also trades in telecommunication and multimedia devices, computers, accessories, and spare parts, as well as prepaid reload vouchers and post-paid phone cards. In addition, the company engages in the trading, processing, information and communication, and leasing, land transportation, agriculture, and printing activities, as well as service station activities. Further, it trades in and distributes electronics. The company sells its products through retailers, as well as its own shops. PT Trikomsel Oke Tbk was founded in 1996 and is based in Jakarta Pusat, Indonesia."
"Qorvo, Inc. (NasdaqGS:QRVO)",NasdaqGS:QRVO,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Semiconductors,"Qorvo, Inc. (NasdaqGS:QRVO) 2024 Form 10-K","Qorvo, Inc. engages in development and commercialization of technologies and products for wireless, wired, and power markets worldwide. It operates through three segments: High Performance Analog (HPA), Connectivity and Sensors Group (CSG), and Advanced Cellular Group (ACG). The HPA segment supplies radio frequency and power management solutions for defense and aerospace, and 5G and 6G infrastructure markets. The CSG segment supplies connectivity and sensor solutions featuring various technologies, such as UWB, Matter, Bluetooth Low Energy, Zigbee, Thread, Wi-Fi, cellular IoT, and MEMS-based sensors. It serves smart home, industrial automation, automotive, smartphones, wearables, gaming, and industrial and enterprise access points markets. The ACG segment supplies cellular RF solutions for smartphones, wearables, laptops, tablets, and various other devices. It also offers foundry services for defense primes and other defense and aerospace customers. The company sells its products directly to original equipment manufacturers and original design manufacturers, as well as through a network of sales representative firms and distributors. Qorvo, Inc. was founded in 1957 and is headquartered in Greensboro, North Carolina."
QUALCOMM Incorporated (NasdaqGS:QCOM),NasdaqGS:QCOM,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Semiconductors,QUALCOMM Incorporated (NasdaqGS:QCOM) 2024 Form 10-K,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies for the wireless industry worldwide. It operates through three segments: Qualcomm CDMA Technologies (QCT); Qualcomm Technology Licensing (QTL); and Qualcomm Strategic Initiatives (QSI). The QCT segment develops and supplies integrated circuits and system software with advanced connectivity and high-performance, and low-power computing technologies for use in mobile devices; automotive systems for connectivity, digital cockpit, and ADAS/AD; and IoT, including consumer electronic devices, industrial devices, and edge networking products. The QTL segment grants licenses or provides rights to use portions of its intellectual property portfolio, which include various patent rights useful in the manufacture and sale of wireless products comprising products implementing CDMA2000, WCDMA, LTE and/or OFDMA-based 5G products. The QSI segment invests in early-stage companies in various industries, including 5G, artificial intelligence, automotive, consumer, enterprise, cloud, IoT, and extended reality, and investments, including non-marketable equity securities and, to a lesser extent, marketable equity securities, and convertible debt instruments. It also provides development, and other services and sells related products to the United States government agencies and their contractors. The company was incorporated in 1985 and is headquartered in San Diego, California."
Rambus Inc. (NasdaqGS:RMBS),NasdaqGS:RMBS,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Licensor,Semiconductors,Rambus Inc. (NasdaqGS:RMBS) 2024 Form 10-K,"Rambus Inc. provides semiconductor products in the United States, South Korea, Singapore, and internationally. The company offers DDR memory interface chips, including DDR5 and DDR4 memory interface chips to module manufacturers, OEMs, and hyperscalers; silicon IP, such as interface and security IP solutions that move and protect data in advanced data center, government, and automotive applications; and interface IP solutions for high-speed memory and chip-to-chip digital controller IP. It also provides a portfolios of security IP solutions, including crypto cores, hardware roots of trust, high-speed protocol engines, and chip provisioning technologies; and portfolio of patents that covers memory architecture, high-speed serial links, and security products. It markets its products and services through its direct sales force and distributors. Rambus Inc. was incorporated in 1990 and is headquartered in San Jose, California."
"Raonsecure Co., Ltd. (KOSDAQ:A042510)",KOSDAQ:A042510,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Systems Software,"Raonsecure Co., Ltd. (KOSDAQ:A042510) - Form ","Raonsecure Co., Ltd. provides mobile and IoT integrated security solutions. The company offers OnePass, a biometric authentication solution; OneGuard, a security platform; OneAccess, an integrated authentication platform; OneAccessCX, a platform that allows integrated management of multiple services; OneAccessEX, an accounts management platform; TouchEn Wiseaccess, an integrated platform for single sign-on (SOS), extranet access management, and identity management services; and OmniOne Enterprise, an identification platform. It also provides TouchEn mTranskey, an on-screen keyboard solution; TouchEn mVaccine, a mobile antivirus solution; TouchEn mOTP, an one time password solution; TouchEn mWiseaccess, a mobile SSO solution; TouchEn Appfree, a digital signature that provides user authentication, data integrity, and non-repudiation; TouchEn MACserverless, a serverless visitor management solutions; and TouchEn AntiCapture, an anti-screen capture solution. In addition, the company offers TouchEn Transkey, a virtual on-screen keyboard solution; TouchEn nxKey, a non-activex keyboard security solution; TouchEn nxFirewall, an online PC security solution with firewall and antivirus functions; TouchEn nxWeb, an PC security solution for protecting web content; and TouchEn PassCheck, a password vulnerability check solution. Further, it provides OmniOne, an identification service; Smart Credit, an integrated security service that offers integrated credit management function; USIM Smart Authentication, a certificate storage service that safe from hacking; card authentication services; Raon mobile security, an antivirus application; Raon CTF, a practical hacking security education services; Risk Proof, a penetration testing and the verification services; Smart Sign; MobiSign; and IS consulting services. The company was formerly known as Lumensoft Ltd. and changed its name to Raonsecure Co., Ltd. in October 2012. The company was founded in 1998 and is based in Seoul, South Korea."
Royal Wins Corporation (OTCPK:RYWC.F),OTCPK:RYWC.F,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Interactive Home Entertainment,Royal Wins Corporation (OTCPK:RYWC.F) 2023 Form Doc,"Royal Wins Corporation, a digital games studio, designs, develops, and operates real-cash prize skill games. The company also engages in the skill game wagering and betting on mobile casual games. It operates the Kash Karnival, a skill gaming application. The company is based in Toronto, Canada."
S.J.S. Enterprises Limited (NSEI:SJS),NSEI:SJS,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Automotive Parts and Equipment,S.J.S. Enterprises Limited (NSEI:SJS) 7/24 Form Doc,"S.J.S. Enterprises Limited designs, develops, manufactures, sells, and exports decorative aesthetics primarily to automotive and consumer appliance industries in India and internationally. Its products include decals and body graphics, 2D appliques and dials, 3D appliques and dials, 3D lux badges, domes, overlays, aluminium badges, in-mould label or decoration parts, lens mask assembly and chrome-plated parts, and printed and painted injection moulded plastic parts. S.J.S. Enterprises Limited offers accessories for the two-wheelers and passenger vehicles aftermarket under the Transform brand name. The company serves consumer appliances, medical devices, farm equipment, and sanitary ware industries. S.J.S. Enterprises Limited was incorporated in 1987 and is based in Bengaluru, India."
S-1 Corporation (KOSE:A012750),KOSE:A012750,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Security and Alarm Services,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","S-1 Corporation provides safety and security services in South Korea and internationally. Its physical security solutions include alarm monitoring services, physical security information management software, smart video management systems, access control systems, optical sensing systems, and ultra wide band sensors. The company offers integrated security solutions comprising consulting, engineering, procurement, installation, and maintenance for office buildings, commercial buildings, airports, plants, marine transportation systems, and important national facilities, as well as residential security, intelligent traffic signal control, parking control system, traffic monitoring, automated payment system, and CPTED security consulting. In addition, it provides information security services consisting of managed security, cloud security, and device management services. Further, the company offers building management solutions for property management, facility management, real estate consulting, and implementing building infrastructure under the S-1 Blue Asset brand, as well as other solutions comprising fleet management and personal security phone solutions. Additionally, it provides call center and telemarketing services. S-1 Corporation was founded in 1977 and is headquartered in Seoul, South Korea."
Samsung Asia Pte. Ltd.,-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Consumer Electronics,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Asia Pte. Ltd. develops and sells consumer electronics, IT and mobile communication solutions, and device solutions in Singapore. It offers mobile devices, including mobile phones, smartphones, tablets, GALAXY notes, gear products, GALAXY cameras, mobile accessories, and HomeSync; television/audio and video systems, such as televisions, blue-ray players, home entertainment systems, and wireless audio systems; smart cameras; and PC/peripherals and printers, such as notebook PC, tablet PC, all-in-one devices, monitors, optical disc drives, hard disk drives, and printers/multifunction players. The company also provides home appliances comprising washing machines, refrigerators, air-conditioners, vacuum cleaners, microwave ovens, built-in kitchen systems, and LED lighting systems; memory cards and solid state drives; and accessories. In addition, it offers industrial components, such as semiconductors, ODD, and compressors. The company serves education, healthcare, retail and hospitality, government, finance, automotive, transportation and logistics, and other industries. It sells its products through stores and dealers. Samsung Asia Pte. Ltd. enters into partnership with TeleChoice to open a retail store. The company was founded in 1990 and is based in Singapore. Samsung Asia Pte. Ltd. operates as a subsidiary of Samsung Electronics Co., Ltd."
Samsung Austin Semiconductor LLC,-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Semiconductors,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Austin Semiconductor LLC manufactures and offers Dynamic Random Access Memory (DRAM) chips which are used in personal computers, workstations, and servers. The company was founded in 1996 and is based in Austin, Texas. Samsung Austin Semiconductor LLC operates as a subsidiary of Samsung Semiconductor, Inc."
Samsung C&T Corporation (KOSE:A028260),KOSE:A028260,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Industrial Conglomerates,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung C&T Corporation engages in the engineering and construction, trading and investment, fashion, and resort businesses in South Korea, Europe, the Middle East, Africa, the Asia Pacific, and the Americas. Its engineering and construction business cover building, civil infrastructure, plant, and housing construction activities. The company trades in chemicals such as polymers, fertilizers, methanol, general chemical, and mining materials; hot and cold-rolled, stainless steel, coated/colored steel, plates, and wire rods products; energy resources comprising renewable energy, biofuel, hydrogen, LNG power plants, and project organizing; and industrial materials, including component and process chemical, equipment, consumables, ore concentrate, electrolytic copper and precious metals, and battery materials. In addition, the company provides men and women clothing under the GALAXY, BEANPOLE, KUHO, LEBEIGE, and 8 Seconds brand names. Further, it engages in theme park, water park, golf club, and landscaping business. The company was formerly known as Cheil Industries Inc. and changed its name to Samsung C&T Corporation in September 2015. Samsung C&T Corporation was founded in 1938 and is headquartered in Seoul, South Korea."
"Samsung Display Co., Ltd.",-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Electronic Components,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Display Co., Ltd. develops and offers display products, technology, and solutions to customers in South Korea, and internationally. The company provides OLED and LCD displays for smart and mobile phones; displays for mobile devices and automotive products; TFT-LCD, and AMOLED displays for tablet PCs; TFT-LCD displays for note PCs and monitors; ultra-slim LED TVs; and commercial LED panels for public information display. The company was founded in 2012 and is based in Yongin-si, South Korea with facilities in Asan and Cheonan, South Korea; Tianjin, Dongguan, and Suzhou, China; and Slovakia. Samsung Display Co., Ltd. operates as a subsidiary of Samsung Electronics Co., Ltd."
"Samsung Display Co., Ltd.",-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Lessor,Electronic Components,Key DevelopmentClient Announcements Jan-31-2019,"Samsung Display Co., Ltd. develops and offers display products, technology, and solutions to customers in South Korea, and internationally. The company provides OLED and LCD displays for smart and mobile phones; displays for mobile devices and automotive products; TFT-LCD, and AMOLED displays for tablet PCs; TFT-LCD displays for note PCs and monitors; ultra-slim LED TVs; and commercial LED panels for public information display. The company was founded in 2012 and is based in Yongin-si, South Korea with facilities in Asan and Cheonan, South Korea; Tianjin, Dongguan, and Suzhou, China; and Slovakia. Samsung Display Co., Ltd. operates as a subsidiary of Samsung Electronics Co., Ltd."
"Samsung Display Dongguan Co, Ltd.",-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Electronic Components,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Display Dongguan Co, Ltd. operates as a subsidiary of Samsung Display Co., Ltd."
"Samsung Display Vietnam Co., Ltd",-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Electronic Components,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Display Vietnam Co., Ltd manufactures display modules. The company offers display for mobile phones, television sets, monitors, and other products. The company was founded in 2014 and is based in Yen Phong, Vietnam. Samsung Display Vietnam Co., Ltd. operates as a subsidiary of Samsung Display Co., Ltd."
"Samsung Electro-Mechanics Co., Ltd. (KOSE:A009150)",KOSE:A009150,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Electronic Components,"Samsung Electro-Mechanics Co., Ltd. (KOSE:A009150) - Form Doc","Samsung Electro-Mechanics Co., Ltd. manufactures and sells various electronic components in Korea, China, Southeast Asia, Japan, the Americas, and Europe. The company operates through three segments: Component, Optics & Communication Solution, and Package Solution. It offers multilayer ceramic capacitors, inductors, tantalums, and chip resistors; camera and network modules; package substrates; and semiconductor PKG boards. The company is also involved in the real estate and real estate software, as well as investment business. Its products are used in automotive, computer, display, hard disk drive, mobile phone, network, server, solid state drive, tablet, and wearable products applications. The company was formerly known as Samsung Electronic Parts Co., Ltd. and changed its name to Samsung Electro-Mechanics Co., Ltd. in February 1987. The company was incorporated in 1973 and is headquartered in Suwon-si, South Korea."
"Samsung Electro-Mechanics Co., Ltd. (KOSE:A009150)",KOSE:A009150,"Samsung Electronics Vietnam Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Electronic Components,"Samsung Electro-Mechanics Co., Ltd. (KOSE:A009150) - Form Doc","Samsung Electro-Mechanics Co., Ltd. manufactures and sells various electronic components in Korea, China, Southeast Asia, Japan, the Americas, and Europe. The company operates through three segments: Component, Optics & Communication Solution, and Package Solution. It offers multilayer ceramic capacitors, inductors, tantalums, and chip resistors; camera and network modules; package substrates; and semiconductor PKG boards. The company is also involved in the real estate and real estate software, as well as investment business. Its products are used in automotive, computer, display, hard disk drive, mobile phone, network, server, solid state drive, tablet, and wearable products applications. The company was formerly known as Samsung Electronic Parts Co., Ltd. and changed its name to Samsung Electro-Mechanics Co., Ltd. in February 1987. The company was incorporated in 1973 and is headquartered in Suwon-si, South Korea."
"Samsung Electro-Mechanics Co., Ltd. (KOSE:A009150)",KOSE:A009150,"Samsung Electronics Vietnam THAINGUYEN Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Electronic Components,"Samsung Electro-Mechanics Co., Ltd. (KOSE:A009150) - Form Doc","Samsung Electro-Mechanics Co., Ltd. manufactures and sells various electronic components in Korea, China, Southeast Asia, Japan, the Americas, and Europe. The company operates through three segments: Component, Optics & Communication Solution, and Package Solution. It offers multilayer ceramic capacitors, inductors, tantalums, and chip resistors; camera and network modules; package substrates; and semiconductor PKG boards. The company is also involved in the real estate and real estate software, as well as investment business. Its products are used in automotive, computer, display, hard disk drive, mobile phone, network, server, solid state drive, tablet, and wearable products applications. The company was formerly known as Samsung Electronic Parts Co., Ltd. and changed its name to Samsung Electro-Mechanics Co., Ltd. in February 1987. The company was incorporated in 1973 and is headquartered in Suwon-si, South Korea."
Samsung Electronica da Amazonia Ltda.,-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Consumer Electronics,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronica da Amazonia Ltda. manufactures and markets electronic devices. Its products include phones, tablets, television, audio devices, wearable devices, refrigerators, washers, dryers, notebooks, computing devices, and home appliances such as coolers and air conditioners. The company also sells through online stores. Samsung Electronica da Amazonia Ltda. was founded in 1995 and is based in São Paulo, Brazil Samsung Electronica da Amazonia Ltda. operates as a subsidiary of Samsung Electronics Co., Ltd."
Samsung Electronics (UK) Limited,-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Consumer Electronics,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronics UK Limited manufactures, distributes, and retails mobile devices, televisions/audio and video products, cameras, information technology products, home appliances, and memory/storage products in the United Kingdom and internationally. The company offers smartphones, tablets, wearables, other phones, and accessories; lenses and related accessories; monitors, and printers and multifunction products; refrigerators, laundry products, cooking appliances, dishwashers, vacuum cleaners, residential heating systems, and chef collections; and portable SSDs, memory cards, and USB flash drives. It serves customers through stores/retailers, as well as via online. The company is based in Chertsey, United Kingdom. Samsung Electronics UK Limited operates as a subsidiary of Samsung Electronics Co., Ltd."
"Samsung Electronics America, Inc.",-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Consumer Electronics,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronics America, Inc. manufactures and sells consumer electronics and digital products in the United States. The company’s product categories include phones, tablets, watches, mobile accessories, mobile audio equipment, TVs and home theaters, computing equipment, monitors, memory and storage equipment, and home appliances. It sells its products through retailers and resellers, as well as online. Samsung Electronics America, Inc. has strategic alliances with IBM, Microsoft, and Cisco. Samsung Electronics America, Inc. was formerly known as Samsung Electronics Inc. and changed its name to Samsung Electronics America, Inc. in August 1978. The company was founded in 1978 and is based in Ridgefield Park, New Jersey. It has briefing centers in New Jersey, New York, California, Texas, and District Of Columbia. Samsung Electronics America, Inc. operates as a subsidiary of Samsung Electronics Co., Ltd."
"Samsung Electronics Co., Ltd. (KOSE:A005930)",KOSE:A005930,Samsung (China) Investment Co. Ltd,"Subsidiary/Investment
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronics Co., Ltd. engages in the consumer electronics, information technology and mobile communications, and device solutions businesses worldwide. The company offers smartphones, tablets, watches, and accessories; TVs, projectors, and sound devices; home appliances, including refrigerators, washing machines and dryers, vacuum cleaners, cooking appliances, dishwashers, air conditioners, and air purifiers; monitors and memory storage products; displays, and smart and LED signages; and other accessories. It also engages in venture capital investments, cloud services, network devices installation, semiconductor equipment maintenance services, digital advertising platforms, marketing, consulting, connected services, logistics, financing, and software design activities; toll processing of display panels and semiconductors; development and sale of network solutions; manufactures semiconductors and food; provision of repair services for electronic devices; and development and supply of semiconductor process defect and quality control software, as well as digital televisions, foundry, system large scale integration, connected car systems, audio and visual products, enterprise automation solutions, and connected services. Samsung Electronics Co., Ltd. was incorporated in 1969 and is based in Suwon, South Korea."
"Samsung Electronics Co., Ltd. (KOSE:A005930)",KOSE:A005930,"Samsung (China) Semiconductor Co., Ltd.","Subsidiary/Investment
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronics Co., Ltd. engages in the consumer electronics, information technology and mobile communications, and device solutions businesses worldwide. The company offers smartphones, tablets, watches, and accessories; TVs, projectors, and sound devices; home appliances, including refrigerators, washing machines and dryers, vacuum cleaners, cooking appliances, dishwashers, air conditioners, and air purifiers; monitors and memory storage products; displays, and smart and LED signages; and other accessories. It also engages in venture capital investments, cloud services, network devices installation, semiconductor equipment maintenance services, digital advertising platforms, marketing, consulting, connected services, logistics, financing, and software design activities; toll processing of display panels and semiconductors; development and sale of network solutions; manufactures semiconductors and food; provision of repair services for electronic devices; and development and supply of semiconductor process defect and quality control software, as well as digital televisions, foundry, system large scale integration, connected car systems, audio and visual products, enterprise automation solutions, and connected services. Samsung Electronics Co., Ltd. was incorporated in 1969 and is based in Suwon, South Korea."
"Samsung Electronics Co., Ltd. (KOSE:A005930)",KOSE:A005930,Samsung Asia Pte. Ltd.,"Subsidiary/Investment
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronics Co., Ltd. engages in the consumer electronics, information technology and mobile communications, and device solutions businesses worldwide. The company offers smartphones, tablets, watches, and accessories; TVs, projectors, and sound devices; home appliances, including refrigerators, washing machines and dryers, vacuum cleaners, cooking appliances, dishwashers, air conditioners, and air purifiers; monitors and memory storage products; displays, and smart and LED signages; and other accessories. It also engages in venture capital investments, cloud services, network devices installation, semiconductor equipment maintenance services, digital advertising platforms, marketing, consulting, connected services, logistics, financing, and software design activities; toll processing of display panels and semiconductors; development and sale of network solutions; manufactures semiconductors and food; provision of repair services for electronic devices; and development and supply of semiconductor process defect and quality control software, as well as digital televisions, foundry, system large scale integration, connected car systems, audio and visual products, enterprise automation solutions, and connected services. Samsung Electronics Co., Ltd. was incorporated in 1969 and is based in Suwon, South Korea."
"Samsung Electronics Co., Ltd. (KOSE:A005930)",KOSE:A005930,Samsung Austin Semiconductor LLC,"Subsidiary/Investment
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronics Co., Ltd. engages in the consumer electronics, information technology and mobile communications, and device solutions businesses worldwide. The company offers smartphones, tablets, watches, and accessories; TVs, projectors, and sound devices; home appliances, including refrigerators, washing machines and dryers, vacuum cleaners, cooking appliances, dishwashers, air conditioners, and air purifiers; monitors and memory storage products; displays, and smart and LED signages; and other accessories. It also engages in venture capital investments, cloud services, network devices installation, semiconductor equipment maintenance services, digital advertising platforms, marketing, consulting, connected services, logistics, financing, and software design activities; toll processing of display panels and semiconductors; development and sale of network solutions; manufactures semiconductors and food; provision of repair services for electronic devices; and development and supply of semiconductor process defect and quality control software, as well as digital televisions, foundry, system large scale integration, connected car systems, audio and visual products, enterprise automation solutions, and connected services. Samsung Electronics Co., Ltd. was incorporated in 1969 and is based in Suwon, South Korea."
"Samsung Electronics Co., Ltd. (KOSE:A005930)",KOSE:A005930,"Samsung Display Co., Ltd.","Subsidiary/Investment
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronics Co., Ltd. engages in the consumer electronics, information technology and mobile communications, and device solutions businesses worldwide. The company offers smartphones, tablets, watches, and accessories; TVs, projectors, and sound devices; home appliances, including refrigerators, washing machines and dryers, vacuum cleaners, cooking appliances, dishwashers, air conditioners, and air purifiers; monitors and memory storage products; displays, and smart and LED signages; and other accessories. It also engages in venture capital investments, cloud services, network devices installation, semiconductor equipment maintenance services, digital advertising platforms, marketing, consulting, connected services, logistics, financing, and software design activities; toll processing of display panels and semiconductors; development and sale of network solutions; manufactures semiconductors and food; provision of repair services for electronic devices; and development and supply of semiconductor process defect and quality control software, as well as digital televisions, foundry, system large scale integration, connected car systems, audio and visual products, enterprise automation solutions, and connected services. Samsung Electronics Co., Ltd. was incorporated in 1969 and is based in Suwon, South Korea."
"Samsung Electronics Co., Ltd. (KOSE:A005930)",KOSE:A005930,"Samsung Display Dongguan Co, Ltd.","Subsidiary/Investment
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronics Co., Ltd. engages in the consumer electronics, information technology and mobile communications, and device solutions businesses worldwide. The company offers smartphones, tablets, watches, and accessories; TVs, projectors, and sound devices; home appliances, including refrigerators, washing machines and dryers, vacuum cleaners, cooking appliances, dishwashers, air conditioners, and air purifiers; monitors and memory storage products; displays, and smart and LED signages; and other accessories. It also engages in venture capital investments, cloud services, network devices installation, semiconductor equipment maintenance services, digital advertising platforms, marketing, consulting, connected services, logistics, financing, and software design activities; toll processing of display panels and semiconductors; development and sale of network solutions; manufactures semiconductors and food; provision of repair services for electronic devices; and development and supply of semiconductor process defect and quality control software, as well as digital televisions, foundry, system large scale integration, connected car systems, audio and visual products, enterprise automation solutions, and connected services. Samsung Electronics Co., Ltd. was incorporated in 1969 and is based in Suwon, South Korea."
"Samsung Electronics Co., Ltd. (KOSE:A005930)",KOSE:A005930,"Samsung Display Vietnam Co., Ltd","Subsidiary/Investment
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronics Co., Ltd. engages in the consumer electronics, information technology and mobile communications, and device solutions businesses worldwide. The company offers smartphones, tablets, watches, and accessories; TVs, projectors, and sound devices; home appliances, including refrigerators, washing machines and dryers, vacuum cleaners, cooking appliances, dishwashers, air conditioners, and air purifiers; monitors and memory storage products; displays, and smart and LED signages; and other accessories. It also engages in venture capital investments, cloud services, network devices installation, semiconductor equipment maintenance services, digital advertising platforms, marketing, consulting, connected services, logistics, financing, and software design activities; toll processing of display panels and semiconductors; development and sale of network solutions; manufactures semiconductors and food; provision of repair services for electronic devices; and development and supply of semiconductor process defect and quality control software, as well as digital televisions, foundry, system large scale integration, connected car systems, audio and visual products, enterprise automation solutions, and connected services. Samsung Electronics Co., Ltd. was incorporated in 1969 and is based in Suwon, South Korea."
"Samsung Electronics Co., Ltd. (KOSE:A005930)",KOSE:A005930,Samsung Electronica da Amazonia Ltda.,"Subsidiary/Investment
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronics Co., Ltd. engages in the consumer electronics, information technology and mobile communications, and device solutions businesses worldwide. The company offers smartphones, tablets, watches, and accessories; TVs, projectors, and sound devices; home appliances, including refrigerators, washing machines and dryers, vacuum cleaners, cooking appliances, dishwashers, air conditioners, and air purifiers; monitors and memory storage products; displays, and smart and LED signages; and other accessories. It also engages in venture capital investments, cloud services, network devices installation, semiconductor equipment maintenance services, digital advertising platforms, marketing, consulting, connected services, logistics, financing, and software design activities; toll processing of display panels and semiconductors; development and sale of network solutions; manufactures semiconductors and food; provision of repair services for electronic devices; and development and supply of semiconductor process defect and quality control software, as well as digital televisions, foundry, system large scale integration, connected car systems, audio and visual products, enterprise automation solutions, and connected services. Samsung Electronics Co., Ltd. was incorporated in 1969 and is based in Suwon, South Korea."
"Samsung Electronics Co., Ltd. (KOSE:A005930)",KOSE:A005930,Samsung Electronics (UK) Limited,"Subsidiary/Investment
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronics Co., Ltd. engages in the consumer electronics, information technology and mobile communications, and device solutions businesses worldwide. The company offers smartphones, tablets, watches, and accessories; TVs, projectors, and sound devices; home appliances, including refrigerators, washing machines and dryers, vacuum cleaners, cooking appliances, dishwashers, air conditioners, and air purifiers; monitors and memory storage products; displays, and smart and LED signages; and other accessories. It also engages in venture capital investments, cloud services, network devices installation, semiconductor equipment maintenance services, digital advertising platforms, marketing, consulting, connected services, logistics, financing, and software design activities; toll processing of display panels and semiconductors; development and sale of network solutions; manufactures semiconductors and food; provision of repair services for electronic devices; and development and supply of semiconductor process defect and quality control software, as well as digital televisions, foundry, system large scale integration, connected car systems, audio and visual products, enterprise automation solutions, and connected services. Samsung Electronics Co., Ltd. was incorporated in 1969 and is based in Suwon, South Korea."
"Samsung Electronics Co., Ltd. (KOSE:A005930)",KOSE:A005930,"Samsung Electronics America, Inc.","Subsidiary/Investment
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Samsung Electronics Co., Ltd. engages in the consumer electronics, information technology and mobile communications, and device solutions businesses worldwide. The company offers smartphones, tablets, watches, and accessories; TVs, projectors, and sound devices; home appliances, including refrigerators, washing machines and dryers, vacuum cleaners, cooking appliances, dishwashers, air conditioners, and air purifiers; monitors and memory storage products; displays, and smart and LED signages; and other accessories. It also engages in venture capital investments, cloud services, network devices installation, semiconductor equipment maintenance services, digital advertising platforms, marketing, consulting, connected services, logistics, financing, and software design activities; toll processing of display panels and semiconductors; development and sale of network solutions; manufactures semiconductors and food; provision of repair services for electronic devices; and development and supply of semiconductor process defect and quality control software, as well as digital televisions, foundry, system large scale integration, connected car systems, audio and visual products, enterprise automation solutions, and connected services. Samsung Electronics Co., Ltd. was incorporated in 1969 and is based in Suwon, South Korea."
