Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
Minda Corporation Limited (NSEI:MINDACORP),NSEI:MINDACORP,Honda Motorcycle and Scooter India Pvt. Ltd.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Minda Corporation Limited (NSEI:MINDACORP) 7/23 Form Doc,"Minda Corporation Limited manufactures and assembles safety and security systems, and its associated components for the automotive industry in India, rest of Asia, the Americas, and Europe. The company offers mechatronic products, such as ignition switch cum steering locks, smart key systems, mechatronics handles and immobiliser system, die casting components, starter motors, and alternators; information and connected systems, including wiring harness, connectors, terminals, and components; and instrument clusters and dashboard, as well as speed, temperature, position, pressure, and exhaust gas sensors. It also provides plastic and interior products comprising air vents, glove boxes, center consoles, cup holders, ash trays, louvers, oil slumps, cylinder heads, and battery trays; aftermarket products that comprise locks, lubricants, filters, clutch plates, bearings, wiper blades, brake shoes, and cables. In addition, the company offers DC-DC convertor, battery charger, motor controller, intelligent transport system, telematics, connected clusters, MFECU, and vehicle control unit; and rod, micro pole, shark fin, and LF antennas. It offers its products for two and three wheelers, passenger vehicles, commercial vehicles, and off-road vehicles. The company was formerly known as Minda Switch Auto Pvt. Ltd. and changed its name to Minda Corporation Limited in 2007. Minda Corporation Limited was founded in 1958 and is based in Noida, India."
Minda Stoneridge Instruments Limited,-,Honda Motorcycle and Scooter India Pvt. Ltd.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Minda Corporation Limited (NSEI:MINDACORP) 7/23 Form Doc,"Minda Stoneridge Instruments Limited manufactures and markets electronic instruments for the automotive industry. It offers fuel level, temperature, speed, oil pressure, soot/PM, position, and diesel filter sensors, as well as instrument clusters for use in two and three wheelers, cars and utility vehicles, tractors, and commercial vehicles. The company sells its products in India, Malaysia, Indonesia, the Philippines, Singapore, Thailand, Vietnam, Pakistan, Bangladesh, Brunei, Burma, Cambodia, Laos, Mauritius, Maldives, Nepal, and Sri Lanka. Minda Stoneridge Instruments Limited was formerly known as MINDA Instruments Ltd. and changed its name to Minda Stoneridge Instruments Limited in August 2004. The company was incorporated in 1995 and is headquartered in Pune, India with an additional office in Chennai, India. As of October 1, 2015, Minda Stoneridge Instruments Limited operates as a subsidiary of Minda Corporation Limited."
Minda Vast Access Systems Private Limited,-,Honda Motorcycle and Scooter India Pvt. Ltd.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Minda Corporation Limited (NSEI:MINDACORP) 2021 Form Doc,"Minda Vast Access Systems Private Limited manufactures security systems for the automotive industry. The company?s products include inner door handles, mechatronics handles, ODH bracket assemblies, and painted and chrome handles; locksets; electronic actuators and body control units; latches; and strikers. It offers its products for application in commercial and passenger vehicles. The company was founded in 2007 and is based in Pune, India. As of April 30, 2015, Minda Vast Access Systems Private Limited operates as a subsidiary of Vehicle Access Systems Technology LLC."
Mingteng International Corporation Inc. (NasdaqCM:MTEN),NasdaqCM:MTEN,"Guangqi Honda Automobile Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Mingteng International Corporation Inc. (NasdaqCM:MTEN) 2024 Form 20-F,"Mingteng International Corporation Inc. engages in the design, development, production, assembly, testing, repair, and after-sale service of automotive molds in the People?s Republic of China. It offers casting molds for turbocharger systems, braking systems, steering and differential systems, and other automotive system parts, as well as brake caliper molds, steering knuckle molds, and hydraulic part molds. The company also produces molds for new energy electric vehicle motor drive systems, battery pack systems, and engineering hydraulic components for use in automobile, construction machinery, and other manufacturing industries. The company was incorporated in 2021 and is based in Wuxi, China."
Minth Group Limited (SEHK:425),SEHK:425,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,Minth Group Limited (SEHK:425) - Form Doc,"Minth Group Limited, an investment holding company, designs, develops, manufactures, processes, and sells automobile body parts and moulds of passenger cars. The company manufactures, develops, and sells motor systems for electric vehicles, as well as metal molds, automobile body parts manufacturing equipment, automation machines, software, production lines, and automobile drives; and offers bookkeeping services. It also engages in the import and export trading, packaging materials wholesale, logistics, and technology import activities; manufacture and sale of electrical and electronic equipment; production, operation trading, and import and export trade of deformed aluminum alloys, aluminum profiles, and aluminum extrusion molds; and design, development, import, and export of robots. In addition, the company provides automobile glass, light metals casting, customer, research and market development, general business, business management, nursery, internet information, trading, property management, and consulting services, as well as designs automobile exterior and interior decorative parts; other parts and accessories for the motor vehicles; and automotive trim components. It operates in the People?s Republic of China, the United States, Japan, Thailand, Germany, Serbia, Mexico, the United Kingdom, the Republic of Korea, France, the Czech Republic, Canada, and Poland. Minth Group Limited was founded in 1992 and is headquartered in Taipei City, Taiwan."
Mitsuba Corporation (TSE:7280),TSE:7280,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,Mitsuba Corporation (TSE:7280) 2023 Form Doc,"Mitsuba Corporation manufactures and sells automotive, motorcycle, and micro mobility products in Asia, the Americas, Europe, Africa, and China. It provides automotive products, such as front and rear wiper systems, power window and seat motors, roof motors, power sliding door drive systems, starter and fan motors, intelligent dynamic actuator, electric oil pump, electronic throttle control motors, and electric power steering and servo brake motors. The company also offers motorcycle products, including starter motors, AC generators, ACG starters, fuel pump modules, starter relays, transmission motors, LED turn signal lights systems, LED license lamps, and EV drive systems. In addition, it provides micro mobility products comprising EV drive systems, low-profile driving systems, EV ecorun, and solar car Products. The company was formerly known as Mitsuba Electric Mfg. Co., Ltd. and changed its name to Mitsuba Corporation in October 1996. Mitsuba Corporation was incorporated in 1946 and is headquartered in Kiryu, Japan."
"Mitsubishi Logisnext Co., Ltd. (TSE:7105)",TSE:7105,GS Yuasa Corporation (TSE:6674),"Subsidiary/Investment
                         ",Supplier,Construction Machinery and Heavy Transportation Equipment,"Mitsubishi Logisnext Co., Ltd. (TSE:7105) 2023 Form Doc","Mitsubishi Logisnext Co., Ltd. designs, develops, manufactures, and sells electric and engine-powered forklifts, transportation robots, automated warehouses, electric vehicles, monorails, and LAN and other logistics equipment in Japan. It offers large IC trucks, small and medium sized IC trucks, reach trucks, electric counter balanced trucks, power pallet trucks, order pickers, low lifters, stackers, multi-directional trucks, lateral stacking trucks, towing tractors, and skid steer loaders. The company was incorporated in 1937 and is headquartered in Nagaokakyo, Japan."
Mitsubishi UFJ Trust and Banking Corporation,-,"Yutaka Giken Co.,Ltd. (TSE:7229)","Subsidiary/Investment
                         ",Transfer Agent,Diversified Banks,"Yutaka Giken Co.,Ltd. (TSE:7229) 2023 Form Doc",There is no business description for this supplier.
Mobileye Global Inc. (NasdaqGS:MBLY),NasdaqGS:MBLY,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,Mobileye Global Inc. (NasdaqGS:MBLY) 2023 Form 10-K,"Mobileye Global Inc. develops and deploys advanced driver assistance systems (ADAS) and autonomous driving technologies and solutions worldwide. The company operates through Mobileye and Other segments. It offers Driver Assist comprising ADAS and autonomous vehicle solutions that covers safety features, such as real-time detection of road users, geometry, semantics, and markings to provide safety alerts and emergency interventions; Cloud-Enhanced Driver Assist, a solution for drivers with interpretations of a scene in real-time; Mobileye SuperVision Lite, a navigation and assisted driving solution; and Mobileye SuperVision, an operational point-to-point assisted driving navigation solution on various road types and includes cloud-based enhancements, such as road experience management. The company also provides Mobileye Chauffeur, a first-generation solution for eyes-off/hands-off driving with a human driver still in the driver?s seat; Mobileye Drive, a self-driving system comprising of radar and lidar subsystems, as well as collision avoidance systems, including Mobileye 8 Connect for light and medium-duty vehicles, and Mobileye Shield+ for large vehicles. It serves original equipment manufacturers. The company was founded in 1999 and is headquartered in Jerusalem, Israel. Mobileye Global Inc. operates as a subsidiary of Intel Overseas Funding Corporation."
"Moriroku Holdings Company, Ltd. (TSE:4249)",TSE:4249,"Honda Development and Manufacturing of America, LLC","Subsidiary/Investment
                         ",Supplier,Commodity Chemicals,"Moriroku Holdings Company, Ltd. (TSE:4249) 2023 Form Doc","Moriroku Holdings Company, Ltd. engages in the resin-processed products and chemicals businesses in Japan. It engages in the manufacture and sale of four-wheeled and two-wheeled vehicle resin molded parts and functional parts; exterior and interior parts for four-wheelers and two-wheelers; and precision machinery and electric tool components. The company also sells, imports, and exports chemicals, synthetic resin products, electronic materials, composite materials, industrial materials, foods, etc. The company was formerly known as Moriroku Company Ltd. and changed its name to Moriroku Holdings Company, Ltd. in 2008. Moriroku Holdings Company, Ltd. was founded in 1663 and is headquartered in Tokyo, Japan."
"Moriroku Holdings Company, Ltd. (TSE:4249)",TSE:4249,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Commodity Chemicals,"Moriroku Holdings Company, Ltd. (TSE:4249) 2023 Form Doc","Moriroku Holdings Company, Ltd. engages in the resin-processed products and chemicals businesses in Japan. It engages in the manufacture and sale of four-wheeled and two-wheeled vehicle resin molded parts and functional parts; exterior and interior parts for four-wheelers and two-wheelers; and precision machinery and electric tool components. The company also sells, imports, and exports chemicals, synthetic resin products, electronic materials, composite materials, industrial materials, foods, etc. The company was formerly known as Moriroku Company Ltd. and changed its name to Moriroku Holdings Company, Ltd. in 2008. Moriroku Holdings Company, Ltd. was founded in 1663 and is headquartered in Tokyo, Japan."
"MUFG Bank, Ltd.",-,GS Yuasa Corporation (TSE:6674),"Subsidiary/Investment
                         ",Creditor,Diversified Banks,GS Yuasa Corporation (TSE:6674) - Form Doc,"MUFG Bank, Ltd. provides various banking and financial products and services to individuals and corporate customers in the Americas, Europe, the Middle East, Africa, Asia, and Oceania. The company operates through the Digital Service Business Unit, Retail & Commercial Banking Business Unit, Japanese Corporate & Investment Banking Business Unit, Global Commercial Banking Business Unit, Global Corporate & Investment Banking Business Unit, Global Markets Business Unit, and other segments. Its Digital Service Business Unit provides financial services to Japanese individual customers and corporate clients Retail & Commercial Banking Business Unit provides financial services to Japanese individual and small to medium-sized corporate customers; Japanese Corporate & Investment Banking Business Unit offers financial services to major Japanese corporate customers; and Global Commercial Banking Business Unit provides financial services to individual and small to medium-sized corporate customers of overseas commercial bank investees, etc. of the group. The company?s Global Corporate & Investment Banking Business Unit offers financial services to major non-Japanese corporations; and Global Markets Business Unit provides services related to foreign currency exchange, funds and investment securities to customers, as well as conducting market transactions and managing liquidity and cash for the group. MUFG Bank, Ltd. was formerly known as The Bank of Tokyo-Mitsubishi UFJ, Ltd. and changed its name to MUFG Bank, Ltd. in April 2018. The company was founded in 1919 and is based in Chiyoda, Japan. MUFG Bank, Ltd. operates as a subsidiary of Mitsubishi UFJ Financial Group, Inc."
NAPC Ltd.,-,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Construction and Engineering,Vinci SA (ENXTPA:DG) 2014 Form Doc,"NAPC Ltd. is a civil engineering company that was established in 1949 and is ISO 9001:2000 certified. With profit centers in Chennai, Bengaluru, Mumbai, Goa, Orissa, and the Middle East, the company specializes in various operations such as open cast mining, land development, airfield construction, dam, reservoir and canal building, earth moving, and road building. NAPC has a team of highly skilled engineers, state-of-the-art equipment, and adheres to international quality regulations, ensuring high standards of integrity for every project."
New Swan Multitech Limited (BSE:544082),BSE:544082,Honda Motorcycle and Scooter India Pvt. Ltd.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,New Swan Multitech Limited (BSE:544082) - Form Doc,"New Swan Multitech Limited engages in manufacturing, trading, and export of automobile parts and agricultural implements in India. The company offers rotary tiller, disc plough, disc harrow, potato planter, potato digger, potato harvester, roto seeder, seed drill, zero till, mulcher, reaper and binder, straw reaper, sub soiler, post hole digger, trailers, fertilizer spreader, rotary slasher, baler, and combine harvester under the SWAN AGRO brands. It provides parts and accessories for motor vehicles. The company was founded in 1985 and is based in New Delhi, India."
"Nihon Parkerizing Co., Ltd. (TSE:4095)",TSE:4095,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Specialty Chemicals,"Nihon Parkerizing Co., Ltd. (TSE:4095) 2023 Form Doc","Nihon Parkerizing Co., Ltd. engages in the manufacture and supply of surface treatment chemicals in Japan and internationally. The company supplies surface treatment chemicals for cleaning substrates, adding corrosion resistance, creating a base for painting, and providing lubrications; emulsion type rolling oil for rolling steel and cooling applications; heat exchangers, as well as offers technical support services. It also provides rust prevention, heat treatment, and rust stabilizing treatment services. In addition, the company offers conversion coating, lubricant for deformation, solid lubricant and rust proof coatings, salt-bath nitriding and carburizing, austemper treatment, composite plating, and plasma electrolytic oxidation services, as well as provides WEATHERCOAT, a surface treatment technology to develop rust layer on weathering steel. Further, it provides rust preventive oils, paints, industrial cleaners, and electroless nickel plating liquids; manufactures and sells metal surface treatment and coating equipment; and offers building maintenance services. Additionally, the company is involved in solar power generation. Nihon Parkerizing Co., Ltd. was incorporated in 1928 and is headquartered in Tokyo, Japan."
"Nihon Plast Co., Ltd. (TSE:7291)",TSE:7291,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,"Nihon Plast Co., Ltd. (TSE:7291) - Form ","Nihon Plast Co., Ltd., together with its subsidiaries, engages in the manufacture, processing, repair, and sale of automotive parts in Japan and internationally. The company offers safety parts, including steering wheels and airbag modules; interior parts, such as instrument panel systems, ventilators, glove boxes, console boxes, cup holders, air conditioner ducts, shift knobs, and pillar garnishes; and exterior parts, which include cowl top covers, fender protectors, wheel resonators, air spoilers, front under covers, and battery component parts. It is also involved in the manufacture, processing, repair, and sale of synthetic resins, and die-cast metal molds and machinery; manufacture and sale of packing products for various types of machines, as well as chemical products; and design, manufacture, and sale of electrical components for the amusement industry. In addition, the company offers airbags for bicycle; and NPORUS, a recycled urethane material. Nihon Plast Co., Ltd. was incorporated in 1945 and is headquartered in Fujinomiya, Japan."
"NIKKON Holdings Co.,Ltd. (TSE:9072)",TSE:9072,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Cargo Ground Transportation,"NIKKON Holdings Co.,Ltd. (TSE:9072) 2023 Form Doc","NIKKON Holdings Co.,Ltd. engages in the cargo transportation businesses in Japan and internationally. It operates through four segments: Transportation, Warehousing, Packaging, and Testing. The company transports cargo and products to users, such as four-wheeler and two-wheeler vehicles, automobile parts, housing equipment, and agricultural machinery. It is also involved in the provision of packaging processing services, including delivery agency and distribution processing of automobile parts, export packaging, and design of packaging specifications, as well as development of packaging materials, such as buckets and trolleys; and installation, assembly, precision adjustment, operation trial, dismantling, transportation, and domestic and overseas integrated work of machinery and production lines. In addition, the company offers test support services for four and two-wheeler vehicles, automobile parts, general-purpose products, etc.; waste collection and disposal, customs clearance/forwarding, vehicle repair, and insurance agency services; engages in the real estate sales and leasing, and brokerage management activities; office relocation and moving, system design/development, information systems, and consulting services; generates solar power; sells electricity; and warehouse and storage solutions. Further, it is involved in the temporary staffing, business contracting, machinery and equipment installation, and disassembling/installation; design and sale of distribution equipment and materials; parts/jigs design and analysis; contract manufacturing; industrial waste/secondhand goods petroleum sales; machinery and equipment installation conveyance; automotive maintenance and mandatory vehicle inspection; and third-party delivery activities. The company was formerly known as Nippon Konpo Unyu Soko Co., Ltd. and changed its name to NIKKON Holdings Co.,Ltd. in October 2015. NIKKON Holdings Co.,Ltd. was incorporated in 1950 and is headquartered in Tokyo, Japan."
"Ningbo KBE Electrical Technology Co.,Ltd. (SZSE:300863)",SZSE:300863,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,"Ningbo KBE Electrical Technology Co.,Ltd. (SZSE:300863) - Form ","Ningbo KBE Electrical Technology Co.,Ltd. engages in the research and development, production, and sale of automotive wire and cable products in China and internationally. It also offers German, Japanese, American, ISO, and Chinese standard products; and EV, data, and aluminum cables. The company serves automotive harness customers. Ningbo KBE Electrical Technology Co.,Ltd. was founded in 1986 and is headquartered in Ninghai, China. The company is a subsidiary of Ningbo Xinxie Industrial Group Co., Ltd."
"Nippon Piston Ring Co., Ltd.",-,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,"Nippon Piston Ring Co., Ltd. - Form ","Nippon Piston Ring Co., Ltd., together with its subsidiaries, manufactures and sells automobile engine parts, marine engine parts, and other products in Japan and internationally. The company offers automobile products, including piston rings for motorcar, motorcycle, and other internal combustion engine use; valve seat inserts; other automobile engine parts, including composite camshafts, cylinder liners, valve lifters/valve guides/rocker bridges, and valve rocker arm and others. It also provides marine and industrial piston rings; sealing rings; and metal injection molding parts for industrial equipment, office automation equipment, leisure goods, etc. In addition, the company offers compressor parts and medical equipment parts, such as dental implants. Nippon Piston Ring Co., Ltd. was founded in 1931 and is headquartered in Saitama, Japan. Nippon Piston Ring Co., Ltd. operates as a subsidiary of Npr-Riken Corporation. As of October 2, 2023, Nippon Piston Ring Co., Ltd. operates as a subsidiary of Riken Corporation."
Nippon Steel Corporation (TSE:5401),TSE:5401,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Steel,Nippon Steel Corporation (TSE:5401) - Form Doc,"Nippon Steel Corporation engages in steelmaking and steel fabrication, engineering and construction, chemicals and materials, and system solutions businesses in Japan and internationally. The company offers steel plates, sheets, and slags; bar and rod materials; structural steel; pipes and tubes; titanium and stainless products; and railway, automotive, and machinery parts for applications in automotive, energy, infrastructure, and consumer electronics markets. It is also involved in construction; waste processing and recycling; supplying electricity, gas, and heat; and the provision of coal-based chemical products, petrochemicals, electronic materials, materials and components for semiconductors and electronic parts, carbon fiber, and composite products. In addition, the company offers computer systems engineering and consulting, IT-enabled outsourcing, and other services. The company was formerly known as Nippon Steel & Sumitomo Metal Corporation and changed its name to Nippon Steel Corporation in April 2019. The company was incorporated in 1950 and is headquartered in Tokyo, Japan."
"Nishikawa Rubber Co., Ltd. (TSE:5161)",TSE:5161,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,"Nishikawa Rubber Co., Ltd. (TSE:5161) 2023 Form Doc","Nishikawa Rubber Co., Ltd. manufactures and sells rubber and sealing products in Japan and internationally. It offers automotive-related products, such as insulators for electrical parts; hood, lamp, waist, and door hole seals; sunroof, trunklid, roofside, door mounted, drip, body mounted, convertible header, and convertible roofside weatherstrips. The company also provides housing-related products, including joint gaskets, backup seals, door seals, and other seals for water-proofing, fire-protection, dust-proofing, noise insulation, barrier-free, energy-saving applications, etc.; and civil engineering-related products, such as AN joint I, Excel joints, and ANB flexible joints for sewage works and water-swelling sponge applications. Nishikawa Rubber Co., Ltd. was founded in 1934 and is headquartered in Hiroshima, Japan."
NITTAN Corporation (TSE:6493),TSE:6493,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,NITTAN Corporation (TSE:6493) - Form ,"NITTAN Corporation manufactures and distributes engine valves in Japan. The company offers engine valves for engines in automobiles, motorcycles and scooters, trucks, and buses; and engine valves for land, marine, and general-purpose products for engine manufacturing customers, as well as for generators, tillers, mowers, etc. It also manufactures and sells precision forged gears and automatic transmission parts for automobiles, trucks, agricultural, construction, and industrial machinery, as well as parts for parking brake. In addition, the company manufactures and sells valve lifters, roller rocker arms, and machine tools; and produces, processes, and sells pesticide free vegetables. Further, it engages in the manufacture and sale of daily necessities; sporting goods; and transport equipment parts, as well as manufactures and distributes spinning machine parts. The company was formerly known as Nittan Valve Co., Ltd. and changed its name to NITTAN Corporation in April 2022. The company was incorporated in 1948 and is headquartered in Hadano, Japan."
NITTAN Corporation (TSE:6493),TSE:6493,"Honda R&D Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,NITTAN Corporation (TSE:6493) - Form ,"NITTAN Corporation manufactures and distributes engine valves in Japan. The company offers engine valves for engines in automobiles, motorcycles and scooters, trucks, and buses; and engine valves for land, marine, and general-purpose products for engine manufacturing customers, as well as for generators, tillers, mowers, etc. It also manufactures and sells precision forged gears and automatic transmission parts for automobiles, trucks, agricultural, construction, and industrial machinery, as well as parts for parking brake. In addition, the company manufactures and sells valve lifters, roller rocker arms, and machine tools; and produces, processes, and sells pesticide free vegetables. Further, it engages in the manufacture and sale of daily necessities; sporting goods; and transport equipment parts, as well as manufactures and distributes spinning machine parts. The company was formerly known as Nittan Valve Co., Ltd. and changed its name to NITTAN Corporation in April 2022. The company was incorporated in 1948 and is headquartered in Hadano, Japan."
Novelis Inc.,-,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Aluminum,Novelis Inc. 2024 Form F-1,"Novelis Inc. engages in the aluminum recycling and production business in North America, South America, Asia, and Europe. The company produces and sells aluminum sheets, plates, and light gauge products for use in the packaging market, which includes beverage and food can and foil products, as well as for use in the automotive, transportation, aerospace, electronics, architectural, and industrial product markets. It also recycles post-consumer aluminum, such as used beverage cans, and post-industrial aluminum, such as class scrap. The company sells its products directly to its customers, as well as through distributors. The company was founded in 2004 and is headquartered in Atlanta, Georgia. Novelis Inc. operates as a subsidiary of A V Minerals Netherlands N.V."
NPR-Riken Corporation (TSE:6209),TSE:6209,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,NPR-Riken Corporation (TSE:6209) 2023 Form Doc,"NPR-Riken Corporation, together with its subsidiaries, manufactures and sells automobile engine parts, marine engine parts, and other products in Japan and internationally. The company offers automobile products, including piston rings for motorcar, motorcycle, and other internal combustion engine use; valve seat inserts; other automobile engine parts, including composite camshafts, cylinder liners, valve lifters/valve guides/rocker bridges, and valve rocker arm and others. It also provides marine and industrial piston rings; sealing rings; and metal injection molding parts for industrial equipment, office automation equipment, leisure goods, etc. In addition, the company offers compressor parts and medical equipment parts, such as dental implants. NPR-Riken Corporation is headquartered in Tokyo, Japan.NPR-Riken Corporation operates as a subsidiary of Npr-Riken Corporation."
Ohashi Technica Inc. (TSE:7628),TSE:7628,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,Ohashi Technica Inc. (TSE:7628) - Form ,"Ohashi Technica Inc. develops, manufactures, and sells automotive parts and other components in Japan, the United States, Mexico, Thailand, Taiwan, China, and Europe. Its automotive parts comprise engine and mission, differential, brake, body and chasse, and interior/exterior components; and information technology (IT) and communications device parts include mobile phone hinges and others. The company also offers precision oil pump shafts used in dual clutch transmission; and piezo injector components for diesel engines. In addition, it plans, develops, produces, and markets precision components assembled to various products in automobile and other industries, as well as engages in procurement and import / export businesses. The company was formerly known as Ohashi Shoji, Inc. and changed its name to Ohashi Technica Inc. in May 1987. Ohashi Technica Inc. was founded in 1951 and is headquartered in Tokyo, Japan."
Oriental Metal Industries (M) Sdn. Bhd.,-,Honda Malaysia Sdn. Bhd.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,MBM Resources Berhad (KLSE:MBMR) 2024 Form Doc,"Oriental Metal Industries (M) Sdn. Bhd. manufactures steel wheels and alloy wheels for passenger cars and light commercial vehicles. The company also provides tyre assembly service for automotive manufacturers and assemblers in Malaysia. The company was incorporated in 1979 and is based in Shah Alam, Malaysia. Oriental Metal Industries (M) Sdn. Bhd. operates as a subsidiary of Oriental Extrusions Sdn Bhd"
Panther Tyres Limited (KASE:PTL),KASE:PTL,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Tires and Rubber,Panther Tyres Limited (KASE:PTL) - Form ,"Panther Tyres Limited manufactures and sells tyres and tubes in Pakistan. The company offers tyres and bias tyres for motorcycle, tractor, rickshaw, LCV, truck and bus, agriculture, LTV/HTV, and earth movers; and tubes comprising motorcycle, commercial, passenger car, and agricultural/tractor, truck/bus, moped and three wheeler, and bicycle butyl tubes. It also offers motorcycle and diesel engine oil; and auto parts, such as motorcycle chain and sprocket kit, brake shoe, spark plug, bearing, RIM, and motorcycle control cables, as well as spoke and nipple set, battery, bike chain, CDI units, and air filters. Panther Tyres Limited sells its products to original equipment manufacturers and replacement markets. The company exports its products to Turkey, Poland, Egypt, Bangladesh, the United Arab Emirates, Afghanistan, Kenya, Sudan, Ethopia, Greece, Brazil, and Saudi Arabia. Panther Tyres Limited was formerly known as Mian Tyre and Rubber Company Limited and changed its name to Panther Tyres Limited in October 2011. The company was incorporated in 1983 and is headquartered in Lahore, Pakistan."
Pavna Industries Limited (NSEI:PAVNAIND),NSEI:PAVNAIND,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,Pavna Industries Limited (NSEI:PAVNAIND) - Form Doc,"Pavna Industries Limited, together with its subsidiaries, manufactures and sells automotive components in India and internationally. The company?s automotive components include ignition switches, fuel tank caps, latches, auto locks, handles, switches, oil and water pumps, carburetors, throttle bodies, fuel cocks and pumps, injection systems, engine and casting components, etc.; and aftermarket products comprising filters, clutch plates, bearings, wiper blades, and brake shoes. It also offers steering cum ignition lock assembly, handle bar switch, lever assembly, side stand sensor, regulator rectifier unit, LCM light control, magnet holder, termination unit, and wire harness; headlights, mirrors, control cable, blinkers, and air filters; and vehicle accessories, such as wheel, helmet, disc brake, and cable locks, as well as horns and foot rests. In addition, the company provides aftermarket sales and services. It offers its components for passenger vehicles, two-wheelers, three-wheelers, heavy and light commercial vehicles, and off-road vehicles. The company was formerly known as Pavna Zadi Security Systems Limited and changed its name to Pavna Industries Limited in April 2019. Pavna Industries Limited was founded in 1971 and is based in Aligarh, India."
PETRONAS Dagangan Berhad (KLSE:PETDAG),KLSE:PETDAG,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Oil and Gas Refining and Marketing,PETRONAS Dagangan Berhad (KLSE:PETDAG) 2023 Form Doc,"PETRONAS Dagangan Berhad, together with its subsidiaries, engages in retailing and marketing of downstream petroleum products primarily in Malaysia. It operates through Retail, Commercial, and Convenience segments. The company offers lubricant products, including passenger car motor, motorcycle, and heavy duty engine oil, as well as automotive function fluid; credit and gift cards; car perfumes and fresheners under the Airtech Pininfarina, Odor Cancel, Airtech Evolution, Fresca Foglia, and Zen Essence; EV charging stations; Setel, a fuel e-payment app; Deliver2Me for shopping from vehicles while refueling; mobile fuel delivery services; and lubricants, commercial fuels, industrial LPG, aviation fuels, diesel, bitumen, industry fuel oil, marine fuel oil, and fuel for sparks ignition engines, as well as virtual pipeline system for liquified natural gas for industrial and commercial sectors. It also operates fuel stations; caf‚ Mesara; Makan@Mesra, an eatery corner; and Segar@Mesra, a farmer-to-consumer concept of locally farmed fresh produce, as well as recycling of used cooking oil. In addition, the company provides technical consultancy, courier, and payment solutions; manages and operates Mesra convenience stores, and food and beverage stores, and manages petrol station; sale of PETRONAS merchandise through retail marketing and e-commerce. The company was founded in 1981 and is based in Kuala Lumpur, Malaysia. PETRONAS Dagangan Berhad is a subsidiary of Petroliam Nasional Berhad."
Phn Industry Sdn Bhd,-,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,DRB-HICOM Berhad (KLSE:DRBHCOM) 2024 Form Doc,"PHN Industry is a leading manufacturing specialist for metal-based automotive components in Malaysia. The company is the largest dies manufacturer in the country and has been incorporated since October 1990. PHN Industry is actively involved in the production of medium-to-large automotive components for car makers Proton, Perodua, Toyota, and Honda."
Pinewood Technologies Group PLC (LSE:PINE),LSE:PINE,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Licensor,Application Software,Pinewood Technologies Group PLC (LSE:PINE) 2023 Form Doc,"Pinewood Technologies Group PLC operates as a cloud-based dealer management software provider that offers software solutions to the automotive industry in the United Kingdom and internationally. It offers end-to-end solution that empowers vehicle retailers with efficient business processes. The company was formerly known as Pendragon PLC and changed its name to Pinewood Technologies Group PLC in February 2024. Pinewood Technologies Group PLC was founded in 1981 and is headquartered in Nottingham, the United Kingdom."
