Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
Lloyds Bank plc,-,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Lloyds Bank plc, together with its subsidiaries, provides a range of banking and financial services to personal and corporate customers in the United Kingdom and internationally. The company offers savings and silver current accounts; credit cards; car finance; remortgage deals; investments; home insurance; personal loans; and other products and services to personal customers. It also provides business accounts; credit cards; over drafts; loans; insurance; payment transactions; and other products and services to corporate customers. In addition, the company offers mobile and online banking services. Lloyds Bank plc was formerly known as Lloyds TSB Bank plc and changed its name to Lloyds Bank plc in September 2013. The company was founded in 1765 and is based in London, United Kingdom. Lloyds Bank plc operates as a subsidiary of Lloyds Banking Group plc."
Lloyds Bank plc,-,"General Motors Financial Company, Inc.","Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Lloyds Bank plc, together with its subsidiaries, provides a range of banking and financial services to personal and corporate customers in the United Kingdom and internationally. The company offers savings and silver current accounts; credit cards; car finance; remortgage deals; investments; home insurance; personal loans; and other products and services to personal customers. It also provides business accounts; credit cards; over drafts; loans; insurance; payment transactions; and other products and services to corporate customers. In addition, the company offers mobile and online banking services. Lloyds Bank plc was formerly known as Lloyds TSB Bank plc and changed its name to Lloyds Bank plc in September 2013. The company was founded in 1765 and is based in London, United Kingdom. Lloyds Bank plc operates as a subsidiary of Lloyds Banking Group plc."
Lloyds Bank plc,-,GM Europe Treasury Company AB,"Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2016 Form 8-K,"Lloyds Bank plc, together with its subsidiaries, provides a range of banking and financial services to personal and corporate customers in the United Kingdom and internationally. The company offers savings and silver current accounts; credit cards; car finance; remortgage deals; investments; home insurance; personal loans; and other products and services to personal customers. It also provides business accounts; credit cards; over drafts; loans; insurance; payment transactions; and other products and services to corporate customers. In addition, the company offers mobile and online banking services. Lloyds Bank plc was formerly known as Lloyds TSB Bank plc and changed its name to Lloyds Bank plc in September 2013. The company was founded in 1765 and is based in London, United Kingdom. Lloyds Bank plc operates as a subsidiary of Lloyds Banking Group plc."
M3 Engineering & Technology Corp.,-,Lithium Americas Corp. (TSX:LAC),"Subsidiary/Investment
                         ",Vendor,Construction and Engineering,Lithium Americas Corp. (TSX:LAC) 2024 Form Doc,"M3 Engineering & Technology Corp., a service design company, provides architecture, design engineering, and construction management services in the United States and internationally. The company provides design and construction services ranging from project conception to final testing and integration. It also provides pre-design, civil engineering, structural engineering, mechanical engineering, electrical, metallurgical, and project services. The company serves various projects, including academic, commercial, historical restoration, manufacturing, mineral processing plants, public art, reclamation, science and technology, and telescope observatories. M3 Engineering & Technology Corp. was founded in 1986 and is based in Tucson, Arizona with additional offices in Chandler, Arizona; Charlotte, North Carolina; Hermosillo, Mexico; and Buenos Aires, Argentina."
M3 Engineering & Technology Corp.,-,Lithium Nevada Corp.,"Subsidiary/Investment
                         ",Supplier,Construction and Engineering,Lithium Americas (Argentina) Corp. (TSX:LAAC) 2023 Form 40-F,"M3 Engineering & Technology Corp., a service design company, provides architecture, design engineering, and construction management services in the United States and internationally. The company provides design and construction services ranging from project conception to final testing and integration. It also provides pre-design, civil engineering, structural engineering, mechanical engineering, electrical, metallurgical, and project services. The company serves various projects, including academic, commercial, historical restoration, manufacturing, mineral processing plants, public art, reclamation, science and technology, and telescope observatories. M3 Engineering & Technology Corp. was founded in 1986 and is based in Tucson, Arizona with additional offices in Chandler, Arizona; Charlotte, North Carolina; Hermosillo, Mexico; and Buenos Aires, Argentina."
"Macauto Industrial Co., Ltd. (TPEX:9951)",TPEX:9951,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Automotive Parts and Equipment,"Macauto Industrial Co., Ltd. (TPEX:9951) 2024 Form Doc","Macauto Industrial Co., Ltd. manufactures and sells automotive products in Taiwan. The company provides automotive interiors, such as engineered fabrics and mesh, trim components, sunshades for roof systems, luggage cover systems, side and rear window sunshades, wind deflectors, net and pull strap assemblies, and mobile phone/tablet holder. It also offers garden tools, including cordless electric mower, electric wheelbarrows, and robotic golf caddy cart. The company was founded in 1979 and is based in Tainan City, Taiwan."
Magna International Inc. (TSX:MG),TSX:MG,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Automotive Parts and Equipment,Magna International Inc. (TSX:MG) 2024 Form 40-F,"Magna International Inc. designs, engineers, and manufactures components, assemblies, systems, subsystems, and modules for original equipment manufacturers of vehicles and light trucks worldwide. It operates through four segments: Body Exteriors & Structures, Power & Vision, Seating Systems, and Complete Vehicles. The Body Exteriors & Structures segment provides body and chassis system, battery enclosures, and engineering and testing; and exteriors, including fascia and trims, front end modules, integration panels, liftgate modules, active aerodynamics, engineered glass, running boards, truck bed access products, breakthrough lightings, side doors, and greenhouse products. The Power & Vision segment offers electric drive systems and components, such as emotors, inverters, onboard chargers, gearboxes, and e-clutch; dedicated hybrid drives, dual and hybrid dual clutch, and manual transmissions; AWD/4WD products and rear drive modules; transmission, driveline components, and ICE; far camera module, remote camera heads, interior sensing camera, radars, thermal sensing, and domain controllers; interior and exterior mirrors, camera monitoring system driver/occupant monitoring systems, and smart actuators; forward and rear lighting, and lit grilles/panels/displays; latching system, door modules, charge port doors, power system, hinges, and door handles; and modular and textile folding roofs, and hard and soft tops. The Seating Systems segment provides seat structures, mechanism and hardware solutions, and foam and trim products. The Complete Vehicles segment offers vehicle engineering and manufacturing services. Magna International Inc. was founded in 1957 and is headquartered in Aurora, Canada."
Mashreqbank PSC (DFM:MASQ),DFM:MASQ,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Mashreqbank PSC provides various banking and financial services to individuals and small businesses. The company’s wholesale segment offers corporate and commercial banking services, such as trade finance, contracting finance, project finance, investment banking, cash management, correspondent banking, and Islamic products. Its Retail segment provides current accounts, savings accounts, fixed deposits, investment products, and Mashreq Millionaire deposits; personal, auto, mortgage, and business loans; credit and debit cards; and bank assurance, overdrafts, priority banking, SME, private banking, Islamic products, and wealth management services. The company’s Treasury & Capital Markets segment is involved in the provision of transaction services for foreign exchange, derivatives, margin FX, futures, hedging, investment products, domestic equities, and asset management; and proprietary trading and investing activities. Its Insurance and Other segments offer life, health, motor, marine cargo and hull, aviation, fire and general accident, engineering, liability, and personal lines insurance services. It also provides insurance and reinsurance, brokerage, employment, trading, special purpose vehicle, payment, asset and fund management, finance, and IT services. It operates its branches in the United Arab Emirates, Bahrain, Kuwait, Egypt, Hong Kong, India, Qatar, Pakistan, the United Kingdom, and the United States. Mashreqbank PSC was incorporated in 1967 and is headquartered in Dubai, the United Arab Emirates."
Mashreqbank PSC (DFM:MASQ),DFM:MASQ,"General Motors Financial Company, Inc.","Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Mashreqbank PSC provides various banking and financial services to individuals and small businesses. The company’s wholesale segment offers corporate and commercial banking services, such as trade finance, contracting finance, project finance, investment banking, cash management, correspondent banking, and Islamic products. Its Retail segment provides current accounts, savings accounts, fixed deposits, investment products, and Mashreq Millionaire deposits; personal, auto, mortgage, and business loans; credit and debit cards; and bank assurance, overdrafts, priority banking, SME, private banking, Islamic products, and wealth management services. The company’s Treasury & Capital Markets segment is involved in the provision of transaction services for foreign exchange, derivatives, margin FX, futures, hedging, investment products, domestic equities, and asset management; and proprietary trading and investing activities. Its Insurance and Other segments offer life, health, motor, marine cargo and hull, aviation, fire and general accident, engineering, liability, and personal lines insurance services. It also provides insurance and reinsurance, brokerage, employment, trading, special purpose vehicle, payment, asset and fund management, finance, and IT services. It operates its branches in the United Arab Emirates, Bahrain, Kuwait, Egypt, Hong Kong, India, Qatar, Pakistan, the United Kingdom, and the United States. Mashreqbank PSC was incorporated in 1967 and is headquartered in Dubai, the United Arab Emirates."
MDA Space Ltd. (TSX:MDA),TSX:MDA,General Motors B.V.,"Subsidiary/Investment
                         ",Supplier,Aerospace and Defense,MDA Space Ltd. (TSX:MDA) - Form Doc,"MDA Space Ltd. designs, manufactures, and services space robotics, satellite systems and components, and intelligence systems in Canada, the United States, Europe, Asia, the Middle East, and internationally. The company offers geointelligence solutions that use satellite-generated imagery and analytic services to deliver critical and value-added insights in the areas of national security, climate change monitoring, and maritime surveillance; owns and operates commercial data distribution for its satellite RADARSAT-2; and distributes high resolution optical imagery, satellite-based automatic identification system data, and radio-frequency data for other third-party missions. It also provides autonomous robotics and vision sensors, which operate in space and on the surfaces of the moon and mars; and robotic systems, interfaces, tooling, and ground control stations and operation services, as well as electro-optic and light detection and ranging sensors, vision systems, planetary rover locomotion subsystems, and guidance, navigation, and control subsystems. In addition, the company offers satellite systems and sub-systems for communication networks, including space-based broadband internet, direct-to-direct satellite communication, and internet of things connectivity across the full communication frequency spectrum; low earth orbit communication constellation, such as O3b mPower, Iridium Next, and OneWeb. It serves government agencies, prime contractors, and space companies. The company was formerly known as MDA Ltd. and changed its name to MDA Space Ltd. in May 2024. MDA Space Ltd. was incorporated in 1969 and is headquartered in Brampton, Canada."
Mingteng International Corporation Inc. (NasdaqCM:MTEN),NasdaqCM:MTEN,"General Motors China, Inc.","Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Mingteng International Corporation Inc. (NasdaqCM:MTEN) 2024 Form 20-F,"Mingteng International Corporation Inc. engages in the design, development, production, assembly, testing, repair, and after-sale service of automotive molds in the People’s Republic of China. It offers casting molds for turbocharger systems, braking systems, steering and differential systems, and other automotive system parts, as well as brake caliper molds, steering knuckle molds, and hydraulic part molds. The company also produces molds for new energy electric vehicle motor drive systems, battery pack systems, and engineering hydraulic components for use in automobile, construction machinery, and other manufacturing industries. The company was incorporated in 2021 and is based in Wuxi, China."
Mingteng International Corporation Inc. (NasdaqCM:MTEN),NasdaqCM:MTEN,SAIC General Motors Corporation Limited,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Mingteng International Corporation Inc. (NasdaqCM:MTEN) 2024 Form 20-F,"Mingteng International Corporation Inc. engages in the design, development, production, assembly, testing, repair, and after-sale service of automotive molds in the People’s Republic of China. It offers casting molds for turbocharger systems, braking systems, steering and differential systems, and other automotive system parts, as well as brake caliper molds, steering knuckle molds, and hydraulic part molds. The company also produces molds for new energy electric vehicle motor drive systems, battery pack systems, and engineering hydraulic components for use in automobile, construction machinery, and other manufacturing industries. The company was incorporated in 2021 and is based in Wuxi, China."
Minth Group Limited (SEHK:425),SEHK:425,"General Motors North America, Inc.","Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Minth Group Limited (SEHK:425) 2023 Form Doc,"Minth Group Limited, an investment holding company, designs, develops, manufactures, processes, and sells automobile body parts and moulds of passenger cars. The company manufactures, develops, and sells motor systems for electric vehicles, as well as metal molds, automobile body parts manufacturing equipment, automation machines, software, production lines, and automobile drives; and offers bookkeeping services. It also engages in the import and export trading, packaging materials wholesale, logistics, and technology import activities; manufacture and sale of electrical and electronic equipment; production, operation trading, and import and export trade of deformed aluminum alloys, aluminum profiles, and aluminum extrusion molds; and design, development, import, and export of robots. In addition, the company provides automobile glass, light metals casting, customer, research and market development, general business, business management, nursery, internet information, trading, property management, and consulting services, as well as designs automobile exterior and interior decorative parts; other parts and accessories for the motor vehicles; and automotive trim components. It operates in the People’s Republic of China, the United States, Japan, Thailand, Germany, Serbia, Mexico, the United Kingdom, the Republic of Korea, France, the Czech Republic, Canada, and Poland. Minth Group Limited was founded in 1992 and is headquartered in Taipei City, Taiwan."
"Mizuho Bank, Ltd.",-,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Mizuho Bank, Ltd. provides financial products and services to individual and corporate clients. The company offers accounts, deposits, foreign currency deposits, settlement and payment services, small investment tax exemption system, investment trust, loans, insurance, pensions, trusts, government bonds, safe deposit box, asset management, and internet banking services to private customers. It also provides corporate accounts, settlement services, loans and financing, payment service, management and business support, forex trading, asset management, and international business to corporate customers. Mizuho Bank, Ltd. was formerly known as Mizuho Corporate Bank, Ltd. and changed its name to Mizuho Bank, Ltd. in July 2013. The company was founded in 2002 and is headquartered in Tokyo, Japan. Mizuho Bank, Ltd. operates as a subsidiary of Mizuho Financial Group, Inc."
"Mizuho Bank, Ltd.",-,"General Motors Financial Company, Inc.","Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Mizuho Bank, Ltd. provides financial products and services to individual and corporate clients. The company offers accounts, deposits, foreign currency deposits, settlement and payment services, small investment tax exemption system, investment trust, loans, insurance, pensions, trusts, government bonds, safe deposit box, asset management, and internet banking services to private customers. It also provides corporate accounts, settlement services, loans and financing, payment service, management and business support, forex trading, asset management, and international business to corporate customers. Mizuho Bank, Ltd. was formerly known as Mizuho Corporate Bank, Ltd. and changed its name to Mizuho Bank, Ltd. in July 2013. The company was founded in 2002 and is headquartered in Tokyo, Japan. Mizuho Bank, Ltd. operates as a subsidiary of Mizuho Financial Group, Inc."
"Mizuho Bank, Ltd.",-,GM Europe Treasury Company AB,"Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2016 Form 8-K,"Mizuho Bank, Ltd. provides financial products and services to individual and corporate clients. The company offers accounts, deposits, foreign currency deposits, settlement and payment services, small investment tax exemption system, investment trust, loans, insurance, pensions, trusts, government bonds, safe deposit box, asset management, and internet banking services to private customers. It also provides corporate accounts, settlement services, loans and financing, payment service, management and business support, forex trading, asset management, and international business to corporate customers. Mizuho Bank, Ltd. was formerly known as Mizuho Corporate Bank, Ltd. and changed its name to Mizuho Bank, Ltd. in July 2013. The company was founded in 2002 and is headquartered in Tokyo, Japan. Mizuho Bank, Ltd. operates as a subsidiary of Mizuho Financial Group, Inc."
Mobileye Global Inc. (NasdaqGS:MBLY),NasdaqGS:MBLY,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Automotive Parts and Equipment,Mobileye Global Inc. (NasdaqGS:MBLY) 2023 Form 10-K,"Mobileye Global Inc. develops and deploys advanced driver assistance systems (ADAS) and autonomous driving technologies and solutions worldwide. The company operates through Mobileye and Other segments. It offers Driver Assist comprising ADAS and autonomous vehicle solutions that covers safety features, such as real-time detection of road users, geometry, semantics, and markings to provide safety alerts and emergency interventions; Cloud-Enhanced Driver Assist, a solution for drivers with interpretations of a scene in real-time; Mobileye SuperVision Lite, a navigation and assisted driving solution; and Mobileye SuperVision, an operational point-to-point assisted driving navigation solution on various road types and includes cloud-based enhancements, such as road experience management. The company also provides Mobileye Chauffeur, a first-generation solution for eyes-off/hands-off driving with a human driver still in the driver’s seat; Mobileye Drive, a self-driving system comprising of radar and lidar subsystems, as well as collision avoidance systems, including Mobileye 8 Connect for light and medium-duty vehicles, and Mobileye Shield+ for large vehicles. It serves original equipment manufacturers. The company was founded in 1999 and is headquartered in Jerusalem, Israel. Mobileye Global Inc. operates as a subsidiary of Intel Overseas Funding Corporation."
"Morgan Stanley Bank, N.A.",-,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Regional Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Morgan Stanley Bank, N.A. operates as a bank. The company offers demand deposits and non-interest bearing time and savings deposits. The company's deposits include deposits in transaction accounts, brokered deposits which represent funds, retail time deposits, individual retirement accounts and Keogh plan time deposits, money market deposit accounts and jumbo deposits. The company offers consumer loans, including credit card loans, revolving credit plans, personal loans and automotive loans. The company offers domestic commercial and industrial loans. Also, the company offers commercial real estate loans for land development and on-site construction of industrial, commercial, residential, or farm buildings in the United States. The company offers real estate-backed residential loans. In addition, it provides commercial loans collateralized by real estate properties. In addition, the company offers loans to other banks, other depository institutions, other associations, companies, and financial intermediaries. It was formerly known as Morgan Stanley Bank and changed its name to Morgan Stanley Bank, N.A. in September 2008. It was founded in 1935 and is headquartered in Salt Lake City, Utah. Morgan Stanley Bank, N.A. operates as a subsidiary of Morgan Stanley Capital Management, LLC."
"Morgan Stanley Bank, N.A.",-,"General Motors Financial Company, Inc.","Subsidiary/Investment
                         ",Creditor,Regional Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"Morgan Stanley Bank, N.A. operates as a bank. The company offers demand deposits and non-interest bearing time and savings deposits. The company's deposits include deposits in transaction accounts, brokered deposits which represent funds, retail time deposits, individual retirement accounts and Keogh plan time deposits, money market deposit accounts and jumbo deposits. The company offers consumer loans, including credit card loans, revolving credit plans, personal loans and automotive loans. The company offers domestic commercial and industrial loans. Also, the company offers commercial real estate loans for land development and on-site construction of industrial, commercial, residential, or farm buildings in the United States. The company offers real estate-backed residential loans. In addition, it provides commercial loans collateralized by real estate properties. In addition, the company offers loans to other banks, other depository institutions, other associations, companies, and financial intermediaries. It was formerly known as Morgan Stanley Bank and changed its name to Morgan Stanley Bank, N.A. in September 2008. It was founded in 1935 and is headquartered in Salt Lake City, Utah. Morgan Stanley Bank, N.A. operates as a subsidiary of Morgan Stanley Capital Management, LLC."
"Morgan Stanley Bank, N.A.",-,GM Europe Treasury Company AB,"Subsidiary/Investment
                         ",Creditor,Regional Banks,General Motors Company (NYSE:GM) 2016 Form 8-K,"Morgan Stanley Bank, N.A. operates as a bank. The company offers demand deposits and non-interest bearing time and savings deposits. The company's deposits include deposits in transaction accounts, brokered deposits which represent funds, retail time deposits, individual retirement accounts and Keogh plan time deposits, money market deposit accounts and jumbo deposits. The company offers consumer loans, including credit card loans, revolving credit plans, personal loans and automotive loans. The company offers domestic commercial and industrial loans. Also, the company offers commercial real estate loans for land development and on-site construction of industrial, commercial, residential, or farm buildings in the United States. The company offers real estate-backed residential loans. In addition, it provides commercial loans collateralized by real estate properties. In addition, the company offers loans to other banks, other depository institutions, other associations, companies, and financial intermediaries. It was formerly known as Morgan Stanley Bank and changed its name to Morgan Stanley Bank, N.A. in September 2008. It was founded in 1935 and is headquartered in Salt Lake City, Utah. Morgan Stanley Bank, N.A. operates as a subsidiary of Morgan Stanley Capital Management, LLC."
"Morgan Stanley Senior Funding, Inc.",-,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Investment Banking and Brokerage,General Motors Company (NYSE:GM) 2023 Form 8-K,"Morgan Stanley Senior Funding, Inc. is based in New York, New York. Morgan Stanley Senior Funding, Inc. operates as a subsidiary of Morgan Stanley."
"Morgan Stanley Senior Funding, Inc.",-,"General Motors Financial Company, Inc.","Subsidiary/Investment
                         ",Creditor,Investment Banking and Brokerage,General Motors Company (NYSE:GM) 2023 Form 8-K,"Morgan Stanley Senior Funding, Inc. is based in New York, New York. Morgan Stanley Senior Funding, Inc. operates as a subsidiary of Morgan Stanley."
MP Materials Corp. (NYSE:MP),NYSE:MP,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Diversified Metals and Mining,MP Materials Corp. (NYSE:MP) 2024 Form 10-K,"MP Materials Corp., together with its subsidiaries, produces rare earth materials. The company owns and operates the Mountain Pass Rare Earth mine and processing facility in North America. It holds the mineral rights to the Mountain Pass mine and surrounding areas, as well as intellectual property rights related to the processing and development of rare earth minerals. The company was founded in 2017 and is headquartered in Las Vegas, Nevada."
"MUFG Bank, Ltd.",-,General Motors Company (NYSE:GM),"Self
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"MUFG Bank, Ltd. provides various banking and financial products and services to individuals and corporate customers in the Americas, Europe, the Middle East, Africa, Asia, and Oceania. The company operates through the Digital Service Business Unit, Retail & Commercial Banking Business Unit, Japanese Corporate & Investment Banking Business Unit, Global Commercial Banking Business Unit, Global Corporate & Investment Banking Business Unit, Global Markets Business Unit, and other segments. Its Digital Service Business Unit provides financial services to Japanese individual customers and corporate clients Retail & Commercial Banking Business Unit provides financial services to Japanese individual and small to medium-sized corporate customers; Japanese Corporate & Investment Banking Business Unit offers financial services to major Japanese corporate customers; and Global Commercial Banking Business Unit provides financial services to individual and small to medium-sized corporate customers of overseas commercial bank investees, etc. of the group. The company’s Global Corporate & Investment Banking Business Unit offers financial services to major non-Japanese corporations; and Global Markets Business Unit provides services related to foreign currency exchange, funds and investment securities to customers, as well as conducting market transactions and managing liquidity and cash for the group. MUFG Bank, Ltd. was formerly known as The Bank of Tokyo-Mitsubishi UFJ, Ltd. and changed its name to MUFG Bank, Ltd. in April 2018. The company was founded in 1919 and is based in Chiyoda, Japan. MUFG Bank, Ltd. operates as a subsidiary of Mitsubishi UFJ Financial Group, Inc."
"MUFG Bank, Ltd.",-,"General Motors Financial Company, Inc.","Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2023 Form 8-K,"MUFG Bank, Ltd. provides various banking and financial products and services to individuals and corporate customers in the Americas, Europe, the Middle East, Africa, Asia, and Oceania. The company operates through the Digital Service Business Unit, Retail & Commercial Banking Business Unit, Japanese Corporate & Investment Banking Business Unit, Global Commercial Banking Business Unit, Global Corporate & Investment Banking Business Unit, Global Markets Business Unit, and other segments. Its Digital Service Business Unit provides financial services to Japanese individual customers and corporate clients Retail & Commercial Banking Business Unit provides financial services to Japanese individual and small to medium-sized corporate customers; Japanese Corporate & Investment Banking Business Unit offers financial services to major Japanese corporate customers; and Global Commercial Banking Business Unit provides financial services to individual and small to medium-sized corporate customers of overseas commercial bank investees, etc. of the group. The company’s Global Corporate & Investment Banking Business Unit offers financial services to major non-Japanese corporations; and Global Markets Business Unit provides services related to foreign currency exchange, funds and investment securities to customers, as well as conducting market transactions and managing liquidity and cash for the group. MUFG Bank, Ltd. was formerly known as The Bank of Tokyo-Mitsubishi UFJ, Ltd. and changed its name to MUFG Bank, Ltd. in April 2018. The company was founded in 1919 and is based in Chiyoda, Japan. MUFG Bank, Ltd. operates as a subsidiary of Mitsubishi UFJ Financial Group, Inc."
"MUFG Bank, Ltd.",-,GM Europe Treasury Company AB,"Subsidiary/Investment
                         ",Creditor,Diversified Banks,General Motors Company (NYSE:GM) 2016 Form 8-K,"MUFG Bank, Ltd. provides various banking and financial products and services to individuals and corporate customers in the Americas, Europe, the Middle East, Africa, Asia, and Oceania. The company operates through the Digital Service Business Unit, Retail & Commercial Banking Business Unit, Japanese Corporate & Investment Banking Business Unit, Global Commercial Banking Business Unit, Global Corporate & Investment Banking Business Unit, Global Markets Business Unit, and other segments. Its Digital Service Business Unit provides financial services to Japanese individual customers and corporate clients Retail & Commercial Banking Business Unit provides financial services to Japanese individual and small to medium-sized corporate customers; Japanese Corporate & Investment Banking Business Unit offers financial services to major Japanese corporate customers; and Global Commercial Banking Business Unit provides financial services to individual and small to medium-sized corporate customers of overseas commercial bank investees, etc. of the group. The company’s Global Corporate & Investment Banking Business Unit offers financial services to major non-Japanese corporations; and Global Markets Business Unit provides services related to foreign currency exchange, funds and investment securities to customers, as well as conducting market transactions and managing liquidity and cash for the group. MUFG Bank, Ltd. was formerly known as The Bank of Tokyo-Mitsubishi UFJ, Ltd. and changed its name to MUFG Bank, Ltd. in April 2018. The company was founded in 1919 and is based in Chiyoda, Japan. MUFG Bank, Ltd. operates as a subsidiary of Mitsubishi UFJ Financial Group, Inc."
"Nara Mold & Die Co., Ltd. (KOSDAQ:A051490)",KOSDAQ:A051490,GM Components Holdings LLC,"Subsidiary/Investment
                         ",Supplier,Industrial Machinery and Supplies and Components,"Nara Mold & Die Co., Ltd. (KOSDAQ:A051490) - Form ","Nara Mold & Die Co., Ltd. engages in the manufacture and sale of press dies, plastic molds, stamped parts, and assembly parts in South Korea. It offers press dies for torque converters, transmission tools, seat pan tools, thermal systems, break-boosters, chassis, and others for automobile applications, as well as for home appliances and motor core products. The company also provides injection molds for exterior and interior materials, thermal parts, and electric parts of automobiles; and injection molds for home appliances, displays, and others. In addition, it offers parts and components for transmission and engine, seat, fixed pedal assembly, cage and motor core, and other applications. The company exports its products to the United States, Mexico, Germany, France, Spain, Japan, India, Brazil, Australia, Canada, the United Kingdom, Russia, China, Indonesia, Thailand, Poland, and Slovakia. The company was founded in 1999 and is headquartered in Changwon-si, South Korea."
"Nara Mold & Die Co., Ltd. (KOSDAQ:A051490)",KOSDAQ:A051490,GM Korea Company Ltd.,"Subsidiary/Investment
                         ",Supplier,Industrial Machinery and Supplies and Components,"Nara Mold & Die Co., Ltd. (KOSDAQ:A051490) - Form ","Nara Mold & Die Co., Ltd. engages in the manufacture and sale of press dies, plastic molds, stamped parts, and assembly parts in South Korea. It offers press dies for torque converters, transmission tools, seat pan tools, thermal systems, break-boosters, chassis, and others for automobile applications, as well as for home appliances and motor core products. The company also provides injection molds for exterior and interior materials, thermal parts, and electric parts of automobiles; and injection molds for home appliances, displays, and others. In addition, it offers parts and components for transmission and engine, seat, fixed pedal assembly, cage and motor core, and other applications. The company exports its products to the United States, Mexico, Germany, France, Spain, Japan, India, Brazil, Australia, Canada, the United Kingdom, Russia, China, Indonesia, Thailand, Poland, and Slovakia. The company was founded in 1999 and is headquartered in Changwon-si, South Korea."
NatWest Markets Plc,-,GM Europe Treasury Company AB,"Subsidiary/Investment
                         ",Creditor,Investment Banking and Brokerage,General Motors Company (NYSE:GM) 2016 Form 8-K,"NatWest Markets Plc provides risk management, trading solutions, and debt financing to financial institutions and corporate customers in the United Kingdom, the United States, Europe, and internationally. The company offers fixed income products comprising cash bond, repo, and interest rate derivatives, as well as liquidity and credit for investment grade and high yield bonds and loans for financial institutions and corporate issuers; and foreign exchange services, including FX spot, forwards, cross currency swaps, and options, as well as FX prime brokerage services and FX digital solutions. It also provides integrated financing, solutions, and advisory services for bonds, loans, commercial paper, medium-term notes, and private placements; bespoke financing solutions and primary lending products; and thought leadership, advice, and products to support climate and ESG strategies through its ESG and climate capital markets platform. NatWest Markets Plc was formerly known as The Royal Bank of Scotland Public Limited Company and changed its name to NatWest Markets Plc on April 29, 2018. The company was incorporated in 1984 and is based in London, United Kingdom. NatWest Markets Plc operates as a subsidiary of NatWest Group plc."
Nexteer Automotive Group Limited (SEHK:1316),SEHK:1316,General Motors Company (NYSE:GM),"Self
                         ",Supplier,Automotive Parts and Equipment,Nexteer Automotive Group Limited (SEHK:1316) - Form Doc,"Nexteer Automotive Group Limited, a motion control technology company, develop, manufacture, and supply advanced steering and driveline systems to original equipment manufacturer worldwide. It offers electric power steering (EPS) products, which includes column assist electric power steering, intermediate shafts, EPS rack and pinion gears, single and dual pinion assist, and rack-assisted EPS, modular power pack, steer-by-wire, EPS remanufacturing, and automated steering actuator, as well as availability, output, and modular EPS. The company also provides steering column technologies, such as power tilt, power and manual rake and telescope, one-touch adjustable, non-adjustable, and stowable steering columns, intermediate shafts, and transmission shifter, as well as safety and crashworthiness, and electronic, modules and sub-assemblies; and driveline products including half shaft technology and solutions. In addition, it offers hydraulic power steering products, which includes magnetic torque overlay, smart flow, power steering pump and reservoirs, and rack and pinion, and recirculation ball steering gears, as well as aftermarket solution; and software solutions including software for advance steering, road surface detection, vehicle health management, brake-to-steer, and safety and cybersecurity. Further, the company provides megatrend alignment solutions, which includes electrification, software and connectivity, shared mobility, and ADAS & automated driving. The company was founded in 1906 and is headquartered in Auburn Hills, Michigan."
"Ningbo Fangzheng Automobile Mould Co.,Ltd. (SZSE:300998)",SZSE:300998,SAIC General Motors Corporation Limited,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,"Ningbo Fangzheng Automobile Mould Co.,Ltd. (SZSE:300998) - Form ","Ningbo Fangzheng Automobile Mould Co.,Ltd. engages in the research, development, manufacture, and sale of automotive plastic molds. It offers bumper, dashboard, door panel, console, low pressure injection, air conditioning and air filtering, precision mold, blow mold, and other series products. The company was founded in 1999 and is headquartered in Ninghai, China."
